AnnualAverageWaterLevel,AnnualMaximumDailyWaterLevel,AnnualMaximumMomentWaterLevel,AnnualMinimumDailyWaterLevel,AnnualMinimumMomentWaterLevel,AnnualOccurredDateOfMaximumDailyWaterLevel,AnnualOccurredDateOfMinimumDailyWaterLevel,AnnualOccurredTimeOfMaximumMomentWaterLevel,AnnualOccurredTimeOfMinimumMomentWaterLevel,WellIdentifier,Year
"-0.71","0.21","0.22","-1.50","-1.51","0108","0411","010815","041101","07140131","2017"
"-1.34","0.03","0.03","-3.07","-3.08","0205","0612","020422","061222","07140131","2018"
"-0.91","-0.17","-0.16","-1.90","-1.91","0904","0307","090416","030801","07140131","2019"
"-0.52","-0.23","-0.22","-0.89","-0.90","0718","1123","071819","112322","07140141","1997"
"-0.94","-0.16","-0.15","-1.65","-1.65","0322","1013","032213","101302","07140141","1998"
"-1.60","0.50","1.10","-2.60","-2.61","0922","0715","092102","071511","07140141","1999"
"-1.58","-0.75","-0.75","-2.31","-2.34","0115","1103","011423","110406","07140141","2000"
"-1.66","-1.13","-1.11","-2.43","-2.59","1026","0401","102618","032609","07140141","2001"
"-2.20","-1.40","-1.38","-3.34","-3.37","0205","0531","011615","053113","07140141","2002"
"-2.95","-1.99","-1.98","-3.64","-3.65","0218","1014","021814","101421","07140141","2003"
"-3.05","-2.28","-2.26","-3.85","-3.87","1228","0701","122815","070206","07140141","2004"
"-1.86","-1.29","-1.27","-2.34","-2.34","1003","0209","092013","020808","07140141","2005"
"-1.94","-1.09","1.86","-2.59","-2.59","0113","0407","011312","040620","07140141","2006"
"-1.64","-0.64","-0.63","-2.32","-2.34","1228","0810","122813","081110","07140141","2007"
"-1.11","0.00","0.01","-2.14","-2.15","1231","0530","123115","053009","07140141","2008"
"-0.64","0.02","0.08","-1.12","-1.12","0212","1104","021211","110222","07140141","2009"
"-0.90","-0.52","-0.51","-1.24","-1.24","1228","0414","123015","041308","07140141","2010"
"-1.32","-0.47","-0.47","-1.89","-1.90","0220","0713","021918","071310","07140141","2011"
"-0.15","0.60","0.63","-0.92","-0.93","1229","0104","122915","010407","07140141","2012"
"0.68","1.25","1.26","-0.16","-0.17","1006","0326","100615","032622","07140141","2013"
"0.42","1.01","1.02","-0.25","-0.26","0626","1109","010816","110911","07140141","2014"
"-0.62","0.25","0.25","-1.42","-1.43","1231","0519","123016","052007","07140141","2015"
"0.03","0.63","0.64","-0.54","-0.55","0222","0912","022317","091210","07140141","2016"
"-0.72","-0.08","-0.06","-1.18","-1.19","0105","0530","010816","053004","07140141","2017"
"-1.39","-0.40","-0.39","-2.35","-2.36","0122","0617","012213","061804","07140141","2018"
"-1.28","-0.85","-0.81","-1.69","-1.69","0613","1117","061404","031722","07140141","2019"
"33.78","35.31","35.34","31.61","31.59","1029","0728","102907","072721","07170111","2007"
"33.58","36.51","36.54","30.99","30.93","1020","0519","102009","051720","07170111","2008"
"32.11","34.24","34.25","31.04","31.01","0101","0603","010110","080120","07170111","2009"
"30.86","32.19","32.23","29.35","29.32","1004","0522","100408","052222","07170111","2010"
"29.86","31.27","31.28","28.97","28.94","0102","0617","010206","062020","07170111","2011"
"31.82","35.31","35.39","29.46","29.42","0903","0417","090311","021722","07170111","2012"
"33.09","36.09","36.13","30.94","30.91","0922","0403","092210","040221","07170111","2013"
"31.91","33.66","33.68","30.92","30.88","0101","1231","010114","123120","07170111","2014"
"30.45","32.00","32.03","28.71","28.68","1022","0519","102209","051920","07170111","2015"
"31.57","32.53","32.54","30.62","30.59","1128","0304","112803","030321","07170111","2016"
"31.85","35.08","35.10","29.68","29.66","0904","0511","090406","051022","07170111","2017"
"31.33","32.83","32.86","29.73","0.00","0924","0609","092509","101813","07170111","2018"
"31.73","34.63","34.65","29.60","29.57","0915","0430","091609","043021","07170111","2019"
"32.60","34.15","34.21","30.31","30.27","1029","0728","102907","072821","07170121","2007"
"32.43","35.41","35.47","29.77","29.73","1013","0524","102007","052422","07170121","2008"
"31.00","33.20","33.22","29.91","29.85","0101","0801","010108","073119","07170121","2009"
"29.59","30.86","30.91","28.08","28.03","1107","0522","110807","052220","07170121","2010"
"28.54","30.03","30.04","27.59","27.54","0102","0621","010210","062020","07170121","2011"
"30.55","34.08","34.19","28.12","28.07","0903","0417","090212","041620","07170121","2012"
"31.94","35.00","35.03","29.78","29.74","0922","0326","092206","032219","07170121","2013"
"30.73","32.63","32.65","29.79","29.74","0101","1231","010115","123118","07170121","2014"
"29.24","30.75","30.78","27.42","27.38","1022","0519","102208","051821","07170121","2015"
"30.42","31.46","31.50","29.36","29.33","1127","0305","112804","030420","07170121","2016"
"31.17","33.94","33.98","28.44","28.38","0903","0511","090405","051020","07170121","2017"
"30.34","31.84","31.87","28.60","0.00","0924","0610","091708","010101","07170121","2018"
"30.61","33.52","33.54","28.46","28.41","0915","0430","091606","043020","07170121","2019"
"32.54","33.28","33.30","31.49","31.45","1010","0728","101106","072710","07170211","2007"
"32.30","33.55","33.56","30.87","30.79","1002","0519","100211","051915","07170211","2008"
"31.72","32.59","32.60","31.14","31.06","0813","1225","081205","052620","07170211","2009"
"31.25","32.17","32.18","30.18","30.07","0922","0211","092213","020213","07170211","2010"
"30.57","31.17","31.27","29.79","29.69","0814","0510","111415","051017","07170211","2011"
"31.57","33.15","33.25","30.21","30.10","0827","0216","082313","021619","07170211","2012"
"32.10","33.46","33.47","30.96","30.85","0903","0315","090312","031514","07170211","2013"
"31.51","32.44","32.45","30.67","30.65","0609","1225","060813","122519","07170211","2014"
"30.78","31.87","31.89","29.67","29.58","0902","0407","090306","040719","07170211","2015"
"31.56","32.17","32.18","30.93","30.90","1003","0102","100310","030218","07170211","2016"
"31.54","32.95","32.97","30.16","30.11","0803","0209","080313","020922","07170211","2017"
"31.36","32.44","32.46","30.19","30.11","0827","0605","082712","060521","07170211","2018"
"31.37","32.89","32.91","29.67","29.59","0909","0212","090915","021121","07170211","2019"
"23.60","25.13","25.14","21.68","21.66","1111","0811","110916","081111","07170221","2007"
"24.06","26.66","26.67","21.71","21.70","1105","0528","110512","052819","07170221","2008"
"23.12","25.69","25.69","21.99","21.98","0101","1228","010101","122820","07170221","2009"
"20.96","22.09","22.10","19.95","19.93","0109","0525","010914","052310","07170221","2010"
"19.39","21.01","21.03","18.53","18.51","0101","0626","010102","062706","07170221","2011"
"21.06","23.73","23.86","19.09","19.06","0922","0417","092214","041712","07170221","2012"
"23.08","25.42","25.44","21.40","21.37","1001","0326","100116","032712","07170221","2013"
"22.78","24.16","24.18","21.74","21.72","0101","1231","010117","123120","07170221","2014"
"20.86","21.84","21.85","19.57","19.55","1211","0504","121107","050411","07170221","2015"
"21.32","21.74","21.76","20.99","20.98","1012","0610","101214","061014","07170221","2016"
"21.46","23.58","23.59","19.21","19.20","0830","0529","083015","052912","07170221","2017"
"20.93","22.33","22.35","19.40","19.38","0101","0616","010117","061524","07170221","2018"
"21.09","23.05","23.05","19.33","19.31","0920","0426","091817","042621","07170221","2019"
"42.83","49.45","49.46","38.52","38.52","0911","0215","091101","021419","07180111","1994"
"41.86","45.78","45.79","38.64","38.63","0623","1231","062313","123118","07180111","1995"
"40.04","46.26","46.28","36.79","36.78","0815","0404","081514","040520","07180111","1996"
"40.49","43.98","44.00","37.88","37.87","0828","0323","082901","032220","07180111","1997"
"41.73","45.25","45.26","38.02","38.01","0623","0208","062313","020909","07180111","1998"
"40.37","46.11","46.13","37.32","37.32","0821","0503","082114","050218","07180111","1999"
"38.95","41.47","41.49","37.12","37.11","0907","0226","090714","022823","07180111","2000"
"39.31","43.02","43.41","37.00","36.99","0816","0130","090512","013007","07180111","2001"
"37.14","38.99","39.01","35.45","32.33","0824","0516","082415","051613","07180111","2002"
"35.49","36.79","36.80","34.52","34.51","0918","0518","091812","051806","07180111","2003"
"36.63","42.34","42.36","33.62","33.61","0918","0523","091814","052320","07180111","2004"
"40.74","47.50","47.52","36.22","36.20","0911","0224","091104","022605","07180111","2005"
"40.35","45.23","45.24","36.62","36.62","0729","0417","072902","041623","07180111","2006"
"39.91","46.56","46.57","36.46","36.45","1019","0521","102001","052120","07180111","2007"
"41.82","49.19","49.20","37.51","37.50","1011","0525","101103","052519","07180111","2008"
"40.59","52.66","53.63","37.19","37.18","0408","0616","041117","061619","07180111","2009"
"37.54","40.32","40.43","35.42","35.41","1003","0527","100414","052607","07180111","2010"
"36.50","37.74","37.83","35.31","35.28","0910","0523","091015","052307","07180111","2011"
"39.64","46.04","46.13","36.00","35.98","0827","0422","082615","042207","07180111","2012"
"41.15","49.02","49.03","37.23","37.22","0910","0408","091002","040722","07180111","2013"
"38.79","40.50","40.51","36.86","36.84","0817","1231","081717","123120","07180111","2014"
"37.33","40.35","40.36","33.68","32.52","1013","0519","101214","050913","07180111","2015"
"38.27","41.36","41.37","36.58","36.57","1014","0201","101415","020120","07180111","2016"
"46.89","86.73","86.73","35.84","35.82","0716","0423","071505","042320","07180111","2017"
"1.42","2.69","2.70","0.70","0.57","1230","1025","123006","110305","07200111","1994"
"2.08","4.42","4.46","0.14","0.10","0617","1024","061712","102423","07200111","1995"
"1.05","3.38","3.44","-0.92","-1.20","0601","0724","060111","072420","07200111","1996"
"0.76","3.40","3.48","-1.06","-1.17","0706","1217","070607","121708","07200111","1997"
"0.59","3.64","3.70","-2.16","-2.26","0611","1010","061201","100920","07200111","1998"
"-0.73","3.52","3.69","-2.87","-3.05","0922","0429","092209","042919","07200111","1999"
"-0.41","1.62","1.78","-2.60","-2.76","0830","1018","083015","101208","07200111","2000"
"0.30","3.23","3.30","-2.41","-2.57","0929","0323","100611","032320","07200111","2001"
"-0.98","1.66","1.88","-3.04","-3.20","0809","0509","080916","050919","07200111","2002"
"-1.88","0.59","0.72","-3.91","-4.12","0101","1003","010116","101502","07200111","2003"
"-1.39","1.22","1.32","-3.73","-3.84","0917","0619","091716","061912","07200111","2004"
"-0.84","1.71","1.79","-3.89","-4.16","0906","1124","090618","112502","07200111","2005"
"-0.92","2.00","2.04","-3.14","-3.31","0615","1025","061514","100621","07200111","2006"
"-0.58","1.91","2.06","-4.08","-4.19","1013","0803","101313","080317","07200111","2007"
"-0.45","2.51","2.65","-3.73","-3.95","1009","0519","101005","051915","07200111","2008"
"-0.68","0.18","0.24","-2.28","-2.34","0111","0223","011114","022322","07200111","2009"
"-1.74","0.21","0.28","-3.45","-3.50","0814","1109","081405","111008","07200112","2009"
"-0.91","0.38","0.41","-2.67","-2.72","0922","0522","092115","052223","07200112","2010"
"-2.45","-0.18","-0.15","-4.46","-4.54","0125","0620","012505","062016","07200112","2011"
"-0.05","2.42","2.43","-2.69","-2.74","1216","0404","121505","040319","07200112","2012"
"1.53","3.90","3.95","-1.11","-1.15","0906","0317","090606","031717","07200112","2013"
"0.79","3.57","3.61","-1.53","-1.59","0610","1016","061006","101820","07200112","2014"
"0.45","2.87","2.91","-2.02","-2.06","1230","0519","123015","051918","07200112","2015"
"2.21","3.83","3.89","0.28","0.20","0503","0801","050406","090619","07200112","2016"
"1.12","3.12","3.17","-0.71","-0.76","0624","0411","062406","041117","07200112","2017"
"0.28","2.88","2.92","-3.23","-3.27","0202","0610","020206","061019","07200112","2018"
"1.04","3.02","3.08","-0.86","-0.89","0827","1024","082806","102421","07200112","2019"
"1.34","4.01","4.04","-0.15","-0.20","0822","1025","082216","110306","07200121","1994"
"1.10","3.11","3.13","-0.89","-0.92","0617","1024","061613","102501","07200121","1995"
"0.15","2.58","2.61","-2.06","-2.32","0601","0724","060207","072421","07200121","1996"
"-0.66","1.55","1.59","-2.41","-2.49","0911","1122","091108","112308","07200121","1997"
"-0.45","2.46","2.50","-3.27","-3.32","0614","1011","061409","101020","07200121","1998"
"-1.72","2.79","3.53","-3.86","-3.96","0922","0429","092103","043002","07200121","1999"
"-1.46","0.58","0.59","-3.86","-3.89","0901","1012","083123","101207","07200121","2000"
"-0.75","2.14","2.17","-3.34","-3.38","0930","0322","093010","032120","07200121","2001"
"-2.00","0.68","0.72","-4.02","-4.06","0814","0509","081413","051003","07200121","2002"
"-2.91","-0.64","-0.61","-4.86","-4.97","0620","1015","010115","101505","07200121","2003"
"-2.44","-0.05","0.03","-4.66","-4.77","0917","0620","091816","062004","07200121","2004"
"-1.87","0.23","0.30","-3.74","-3.80","0906","1112","090618","122506","07200121","2005"
"-2.02","0.51","0.57","-3.90","-3.93","0624","1101","062216","110107","07200121","2006"
"-1.83","0.55","0.58","-4.77","-4.85","1013","0803","101315","080320","07200121","2007"
"-1.26","6.88","9.00","-4.52","-4.56","1113","0521","112719","052120","07200121","2008"
"-1.70","0.12","0.15","-3.56","-3.60","0110","1110","011105","111008","07200121","2009"
"-0.81","1.16","1.18","-2.81","-2.84","0724","0522","072420","052220","07200121","2010"
"-1.98","0.34","0.39","-3.87","-3.90","0130","1002","012513","100218","07200121","2011"
"0.04","2.53","2.68","-2.43","-2.50","1215","0404","121514","040324","07200121","2012"
"1.77","4.08","4.12","-0.84","-0.86","0906","0316","090607","031720","07200121","2013"
"1.03","3.71","3.76","-1.40","-1.46","0610","1018","061008","101820","07200121","2014"
"0.68","3.01","3.05","-1.83","-1.86","0911","0519","091106","051821","07200121","2015"
"2.09","3.72","3.75","0.14","0.00","0123","0802","012403","062713","07200121","2016"
"1.05","3.06","3.10","-0.73","-0.78","0624","0411","062406","041120","07200121","2017"
"0.54","2.86","2.90","-2.85","-2.90","0902","0610","090306","061020","07200121","2018"
"1.16","2.88","2.91","-1.03","-1.06","0827","1024","082706","102419","07200121","2019"
"1.39","2.11","2.13","0.76","0.76","0901","1113","090114","111220","07200131","1994"
"0.83","1.55","1.56","-0.11","-0.12","0413","1119","041404","111912","07200131","1995"
"-0.13","0.84","0.85","-0.94","-0.94","0606","1108","060603","110722","07200131","1996"
"-0.43","0.50","0.50","-1.32","-1.33","0714","1127","071403","112720","07200131","1997"
"-0.74","0.33","0.34","-1.78","-1.80","0324","1013","032402","101710","07200131","1998"
"-1.40","1.47","2.69","-2.66","-2.67","0921","0501","092102","050114","07200131","1999"
"-1.37","-0.75","-0.75","-2.41","-2.42","0907","1027","090703","102724","07200131","2000"
"-1.12","-0.02","-0.01","-2.02","-2.03","1011","0328","101112","032820","07200131","2001"
"-1.97","-0.97","-0.95","-3.04","-3.06","0820","0516","082115","112709","07200131","2002"
"-2.67","-1.01","-0.95","-3.58","-3.59","0619","1024","061916","102609","07200131","2003"
"-2.62","-1.41","-1.41","-3.68","-3.70","0927","0701","092603","070207","07200131","2004"
"-2.11","-1.14","2.67","-3.51","-3.55","0915","1208","122419","120723","07200131","2005"
"-2.24","-1.28","2.26","-3.05","-3.06","0622","0326","010709","032518","07200131","2006"
"-2.10","-0.86","-0.86","-3.37","-3.37","1023","0809","102116","080909","07200131","2007"
"-1.60","-0.08","-0.07","-3.13","-3.14","1019","0528","102014","052819","07200131","2008"
"-0.83","-0.64","-0.64","-1.32","-1.34","0112","0228","011113","022820","07200131","2009"
"-1.81","-1.11","-1.11","-2.58","-2.58","0505","1112","050413","111119","07200132","2009"
"-1.62","-1.05","-1.04","-2.30","-2.31","0927","0527","092813","052714","07200132","2010"
